Titre,image,mbsrp_card_photo_figcount,mbsrp_card_photo_figpost,nom,mbsrp_card_adssince,mbsrp_card_adsserved,nom_lien,nom1,motclé,motclé2,motclé3,motclé4,motclé5,motclé6,motclé7,motclé8,motclé9,motclé10,motclé11,champ,prix,prix12,mbsrp_actionbtn,mbsrp_actionbtn13
2 BHK Apartment for Rent in New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos",Updated 4 days ago ,Owner: Deepak,,,,,"FURNISHING
Unfurnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1100 sqft","FLOOR
Ground out of 4","FACING
West","BATHROOM
2","BALCONY
1",,,,"₹
11,000",Security Deposit,Contact Owner ,Ask Society Name 
2 BHK Builder Floor for Rent in Block A Mohan Garden New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","6
+
Photos",Updated yesterday,Owner: Jeet,,,,,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
60 sqyrd","FLOOR
1 out of 3","OVERLOOKING
Main Road","BATHROOM
1",,,,"The Property is located near Dwarka Mor Metro station about 10 mins walk. It has separate ground, first and second floor, each available for rent. Rent for GF is 6000 and 1 is 10000 rs and 2 Floor is 9000 rs. Prime location and 25 feet road with Lshape.","₹
10,000",See other charges,Contact Owner ,Make Offer 
"2 BHK Apartment for Rent in DDA LIG Flats, Hari Nagar New Delhi",https://img.staticmb.com/mbimages/project/Photo_h310_w462/2023/07/26/Project-Photo-11-DDA-LIG-Flats-New-Delhi-5090733_1501_2000_310_462.jpg,"9
+
Photos",Updated 6 days ago ,Owner: Ranjan,,,https://www.magicbricks.com/dda-lig-flats-hari-nagar-new-delhi-pdpid-4d4235303930373333,DDA LIG Flats,"TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
900 sqft","SOCIETY
DDA LIG Flats",,,,,,,,,"₹
26,000",See other charges,Contact Owner ,Make Offer 
2 BHK Builder Floor for Rent in Uttam Nagar West New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Sep/11/Photo_h300_w450/74848337_1_PropertyImage655-1882845039219_300_450.jpg,"1
Photo",Updated 6 days ago ,Owner: DHARAMPAL SINGH,,,,,"FURNISHING
Unfurnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
850 sqft","FLOOR
1 out of 4","FACING
North","BATHROOM
2","BALCONY
2",,,"Near to metro station, Peaceful environment","₹
16,000",Security Deposit,Contact Owner ,Make Offer 
1 BHK Builder Floor for Rent in Shakti Nagar New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jan/07/Photo_h300_w450/73486027_6_PropertyImage938-6344406884816_300_450.jpg,"1
Photo",Updated 4 days ago ,Owner: Ashok Kumar,,,,,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
455 sqft","FLOOR
1 out of 4","FACING
North - East","BATHROOM
1","BALCONY
1",,,Builder floor apartment is available for rent. It is a good location property. Please contact for more details. The monthly maintenance is Rs 2000/-.,"₹
25,000",Security Deposit,Contact Owner ,Make Offer 
1 BHK Builder Floor for Rent in Pandav Nagar New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","1
Photo",Updated yesterday,Owner: Lalit Khulbe,,,,,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
From Mar '25","SUPER AREA
450 sqft","FLOOR
2 out of 4","BATHROOM
1",,,,,Builder floor apartment is available for rent. It is a good location property. Please contact for more details.,"₹
13,000",See other charges,Contact Owner ,Request Site Visit 
"3 BHK Builder Floor for Rent in Rajpur Khurd Extension, Rajpur New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos",Updated 5 days ago ,Owner: Anand,,,,,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1140 sqft","FLOOR
3 out of 4","BATHROOM
2","BALCONY
3",,,,,"₹
27,000",Security Deposit,Contact Owner ,Make Offer 
2 BHK Apartment for Rent in Govindpuri New Delhi,,,Updated 1 week ago ,Owner: Kunal Gupta,,,,,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
720 sqft","FLOOR
2 out of 5","BATHROOM
2",,,,,,"₹
12,000",See other charges,Contact Owner ,Request Photos 
"1 BHK Apartment for Rent in Jasola Pocket 10B LIG Houses Complex, Jasola Vihar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","7
+
Photos",Updated 6 days ago ,Owner: Mozammil Alam,,,https://www.magicbricks.com/jasola-pocket-10b-lig-houses-complex-jasola-vihar-new-delhi-pdpid-4d4235313731343739,Jasola Pocket 10B LIG Houses Complex,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
516 sqft","FLOOR
3 out of 4","SOCIETY
Jasola Pocket 10B LIG Houses Complex","BATHROOM
1","BALCONY
1",,,"Multistorey apartment is available for rent. It Carpet/Built-up area of 516 sq-ft, it is a good location property. Please contact for more details.","₹
17,000",Security Deposit,Contact Owner ,Check Availability 
"2 BHK Apartment for Rent in DDA Meera Apartment, Guru Harkishan Nagar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","7
+
Photos",Updated 5 days ago ,Owner: Raj Arora,,,https://www.magicbricks.com/dda-meera-apartment-guru-harikishan-nagar-new-delhi-pdpid-4d4235303835333534,DDA Meera Apartment,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
94 sqm","FLOOR
2 out of 3","FACING
East","OVERLOOKING
Garden/Park","SOCIETY
DDA Meera Apartment","BATHROOM
2","BALCONY
2","East facing, overlooking parks on front and back side, 3 side open corner flat. The monthly maintenance is Rs 200/-.","₹
18,000",Security Deposit,Contact Owner ,Make Offer 
"1 BHK Apartment for Rent in Surya Apartments Shahdara, Shahdara New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","5
+
Photos",Updated yesterday,Owner: KAMAL SINGH,,,https://www.magicbricks.com/surya-apartments-shahdara-shahdara-new-delhi-pdpid-4d4235313733333131,Surya Apartments Shahdara,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
460 sqft","FLOOR
2 out of 3","SOCIETY
Surya Apartments Shahdara","BATHROOM
1","BALCONY
1",,,"Multistory apartment is available for rent. It covered area of 460 sq-ft, it is a good location. Please contact for more details.","₹
10,000",See other charges,Contact Owner ,Make Offer 
"2 BHK Builder Floor for Rent in Lok Vihar B Block, Pitam Pura New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","8
+
Photos",Updated 6 days ago ,Owner: Subodh,,,https://www.magicbricks.com/lok-vihar-b-block-pitampura-new-delhi-pdpid-4d4235313731373835,Lok Vihar B Block,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
100 sqyrd","FLOOR
2 out of 3","FACING
South - East","OVERLOOKING
Main Road","SOCIETY
Lok Vihar B Block","BATHROOM
1","BALCONY
1","Posh area, RWA society, Easy access to markets, Near Park","₹
28,000",Security Deposit,Contact Owner ,Check Availability 
3 BHK Builder Floor for Rent in Sector 22 Rohini New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","10
+
Photos",Updated yesterday,Owner: Siddharth,,,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1150 sqft","FLOOR
1 out of 5","BATHROOM
3",,,,,,"₹
21,000",See other charges,Contact Owner ,Request Site Visit 
"1 BHK Builder Floor for Rent in Lajwanti Garden, Janakpuri New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","10
+
Photos",Updated today,Owner: Deepika Luthra,,,,,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
200 sqft","FLOOR
4 out of 4","BATHROOM
1","BALCONY
1",,,,,"₹
6,000",See other charges,Contact Owner ,Check Availability 
"1 BHK Apartment for Rent in RWA Block A1B Janakpuri, Janakpuri New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos",Updated 4 days ago ,Owner: Paramjeet Kaur,,,https://www.magicbricks.com/rwa-block-a1b-janakpuri-janakpuri-new-delhi-pdpid-4d4235323037373331,RWA Block A1B Janakpuri,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
500 sqft","FLOOR
3 out of 10","FACING
West","OVERLOOKING
Garden/Park, Main Road","SOCIETY
RWA Block A1B Janakpuri","BATHROOM
1",,,"₹
20,000",See other charges,Contact Owner ,Make Offer 
"1 BHK Apartment for Rent in DDA Flats Sector 23, Sector 23 Dwarka New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","8
+
Photos",Updated yesterday,Owner: Ravinder Kumar,,,https://www.magicbricks.com/dda-flats-sector-23-dwarka-sector-23-new-delhi-pdpid-4d4235303734333734,DDA Flats Sector 23,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
400 sqft","FLOOR
3 out of 4","FACING
East","OVERLOOKING
Garden/Park","SOCIETY
DDA Flats Sector 23","BATHROOM
1",,property is in a good locality The monthly maintenance is Rs 200/-.,"₹
17,000",Security Deposit,Contact Owner ,Make Offer 
"3 BHK Apartment for Rent in Madhur Apartment, Paschim Vihar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos",Updated 3 days ago ,Owner: Harsh,,,https://www.magicbricks.com/madhur-apartment-paschim-vihar-new-delhi-pdpid-4d4235303130363435,Madhur Apartment,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1600 sqft","FLOOR
3 out of 3","FACING
East","OVERLOOKING
Garden/Park, Main Road","SOCIETY
Madhur Apartment","BATHROOM
2",,"A well maintained property with basic amenities in decent society for decent family or working professionals pref from Govt Service, MNC, Banking , Doctors, overlooking well maintained lush green park with jogging track,walkway with huge marketing complex alongside milk parlor for daily needs, highly accessible transport connectivity of metro, bus,  cab, auto with good schools  hospitals in neighborhood.","₹
32,000",See other charges,Contact Owner ,Make Offer 
"2 BHK Builder Floor for Rent in Rajouri Garden Extension, Rajouri Garden New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","3
+
Photos",Updated 5 days ago ,Owner: Alpna Kulshreshtha,,,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1100 sqft","FLOOR
3 out of 4","BATHROOM
2",,,,, It's a 3rd floor Builder Floor Apartment in a building of total 4 floors. ,"₹
27,000",See other charges,Contact Owner ,Make Offer 
"1 BHK Builder Floor for Rent in Project Amar Colony, Lajpat Nagar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","14
+
Photos",Updated yesterday,Owner: Manmeet,,,https://www.magicbricks.com/project-amar-colony-lajpat-nagar-new-delhi-pdpid-4d4235303735393934,Project Amar Colony,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","OWNER RESIDES
Same Premise","AVAILABILITY
Immediately","SUPER AREA
60 sqyrd","FLOOR
3 out of 4","OVERLOOKING
Garden/Park, Main Road","SOCIETY
Project Amar Colony","BATHROOM
1","BALCONY
2","Painted and cleaned. Fully furnished with window 1. 5t ac , tv fridge, double bed, almirah, ro water purifier, gas stove 2 burner, clyinder, tata sky connection, geyser 25 ltr, side tables and chairs. Independent water pump and tank 1000ltr, independent govt electricity and water meter, automatic water pump starter with level indicator","₹
14,000",See other charges,Contact Owner ,Make Offer 
1 BHK Apartment for Rent in Arjun Nagar Safdarjung Enclave New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","3
+
Photos",Updated 6 days ago ,Owner: Lalit,,,,,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
30 sqyrd","FLOOR
3 out of 4","BATHROOM
1",,,,,,"₹
18,000",See other charges,Contact Owner ,Ask Society Name 
3 BHK Builder Floor for Rent in Nawada New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","1
Photo",Updated 4 days ago ,Owner: Dinesh Dinesh,,,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1100 sqft","FLOOR
3 out of 5","BATHROOM
2",,,,,,"₹
20,000",See other charges,Contact Owner ,Make Offer 
2 BHK Apartment for Rent in Vikaspuri New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos",Updated 4 days ago ,Owner: Deepak Chopra,,,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
850 sqft","FLOOR
1 out of 3","BATHROOM
2","BALCONY
1",,,,"near Janakpuri West Metro station and all major educational institutes like aakash,  physics. Fully Furnished.","₹
35,000",Security Deposit,Contact Owner ,Ask Society Name 
