price;price_per_sqft;photos_count;furnishing;bedroom;bathroom;tenant_preferred;availability;carpet_tot;super_tot;area;floor;num_floor;facing;overlooking;ownership;balcony;nb_caract_descript;contact;operating_since;buyers_served;titre;description
30000;43;8;Furnished;1;1;Bachelors;Immediately;700;;700;3 out of 3;3;East;;Freehold;2;91;Agent ;2019;3000;1 BHK Builder Floor for Rent in Kalkaji New Delhi;well maintained 2 room set fully furnished third floor The monthly maintenance is Rs 200/-.
500000;139;4;Semi-Furnished;4;5;Bachelors/Family;Immediately;;3600;3600;3 out of 4;3;South - East;;;2;92;Agent ;;;4 BHK Builder Floor for Rent in Vasant Vihar New Delhi;Brand new Third floor with terrace DD 4 bhk  available for rent  contact us for more details
65000;39;3;Unfurnished;3;3;Bachelors;Immediately;1647;;1647;2 out of 4;2;North - West;Garden/Park;;2;0;Agent ;2017;1000;3 BHK Builder Floor for Rent in Surajmal Vihar New Delhi;
80000;57;20;Semi-Furnished;3;3;Bachelors;Immediately;1400;;1400;1 out of 3;1;North;Garden/Park;;3;142;Owner ;;;3 BHK Apartment for Rent in East Of Kailash New Delhi;3 side open corner property. Park Facing, terrace access , separate parking for 1 car, shared parking for 1 more car. wide 30 feet front road.
45000;33;14;Semi-Furnished;3;3;Bachelors;Immediately;1350;;1350;1 out of 4;1;North - East;Garden/Park, Main Road;Freehold;1;108;Agent ;2019;1000;3 BHK Builder Floor for Rent in Block C3 Janakpuri New Delhi;h block markit and janak puri metro and big size rood and good society The monthly maintenance is Rs 1500/-.
25000;56;8;Unfurnished;1;1;Bachelors/Family;Immediately;450;;450;1 out of 5;1;East;Garden/Park;Power Of Attorney;1;329;Agent ;2005;9000;1 BHK Builder Floor for Rent in Paryavaran Complex, Sainik Farm New Delhi;Newly built 1 bhk fully furnished independent builder floor with modular kitchen with bathroom hall and lift.5 min walking distance from saket metro station.All amenities like AC, Fridge,RO, Washing machine,Led tv, Double bed with mattress,Sofa.24X7 water and guard facility with bses meter. The monthly maintenance is Rs 1000/-.
26000;52;21;Unfurnished;1;2;Bachelors/Family;Immediately;500;;500;4 out of 4;4;East;Garden/Park;;1;143;Agent ;1984;8500;1 BHK Apartment for Rent in DDA SFS Flats Sector 8, Jasola Vihar New Delhi;2 bedrooms dwawing room 2 washroom in jasola vihar near metro fourth floor prime location,gated community. The monthly maintenance is Rs 100/-.
120000;86;9;Unfurnished;3;3;Bachelors/Family;Immediately;1400;;1400;Ground out of 5;0;East;Main Road;;3;394;Agent ;2001;500;3 BHK Builder Floor for Rent in Jangpura Extension, Jangpura New Delhi;jangpura extension ground floor 3 bedrooms attached washroom drawing dining with kitchen lift one reserved car parking on wide road near park owner free property  like new property 2 and 3 years floor 24 hours security electricity water and many more facilities close to metro station bank market post office bus stop main road etc please call more details The monthly maintenance is Rs 7000/-.
180000;56;5;Semi-Furnished;4;5;Bachelors/Family;Immediately;3200;;3200;1 out of 4;1;;Garden/Park;;4;353;Agent ;2018;500;4 BHK Builder Floor for Rent in Vasant Vihar Builder Floor, Vasant Vihar New Delhi;Beautiful builder floor is laid out in the prime location of south delhi, this spacious 4 bhk builder floor for rent in vasant vihar is now available for 190000  lac onwards monthly. Electricity  water charges to be paid by tenant directly. The builder floor will be available from sun, 28 feb 2024 for families... The monthly maintenance is Rs 10000/-.
80000;30;2;Furnished;4;4;Family;Immediately;2700;;2700;3 out of 4;3;East;Garden/Park, Main Road, Pool;;2;0;Agent ;2010;2500;4 BHK Builder Floor for Rent in Vigyan Lok, Anand Vihar New Delhi;
36000;23;1;Semi-Furnished;3;3;Family;Immediately;1600;;1600;1 out of 4;1;North - East;;;2;106;Agent ;2015;9000;3 BHK Builder Floor for Rent in Anand Vihar New Delhi;This property is availble for rent  near  karkerdooma metro station. The monthly maintenance is Rs 2000/-.
15000;21;11;Semi-Furnished;2;2;Bachelors/Family;Immediately;700;;700;1 out of 5;1;North;Main Road;;1;64;Agent ;;5000;2 BHK Builder Floor for Rent in Govindpuri New Delhi;its a 2BHK flat available for rent in govindpuri main new delhi.
50000;29;8;Semi-Furnished;3;3;Family;Immediately;1720;;1720;10 out of 27;10;East;Garden/Park, Main Road;;4;2712;Agent ;;;3 BHK Apartment for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi;Presenting a beautifully designed 3 BHK flat for rent in the prestigious DLF Capital Greens 1 and 2, Moti Nagar, New Delhi. This Vaastu compliant home is East-facing, ensuring abundant natural light and positive energy. Perfectly suited for families, it combines modern living with a serene ambiance in one of the most sought-after locations.::::::Property Specifications ::::::This stunning 3 BHK flat for rent in a modern high-rise building offers a luxurious living experience with ample space and top-tier amenities. With a super built-up area of 1750 sqft and a carpet area of 1720 sqft, this apartment provides plenty of room for comfortable living. ::::::Situated on the 10th floor of a 27-floor building, it offers beautiful views of the surrounding area. The flat is semi-furnished, featuring wardrobes, lights, and fans, making it easy to move in. The apartment consists of 3 spacious bedrooms, two of which come with attached bathrooms, while the third bathroom is common. All bathrooms are western-style and come equipped with geyser points. ::::::There are 4 balconies, three of which are attached to the bedrooms and one to the living room, offering refreshing views of the garden and park. The living cum dining area is large and perfect for entertaining guests or family gatherings. ::::::Facilities ::::The modular kitchen comes with a chimney and a piped gas connection, ensuring ease and safety while cooking. Additionally, there is a utility area attached to the kitchen for extra storage. The apartment is finished with elegant wooden flooring, adding a touch of warmth to the modern interiors.::::::This property offers a wide range of modern amenities including power back up, lift, rain water harvesting, club house, swimming pool, gymnasium, park, reserved parking, security, water storage, vaastu compliant, air conditioned, visitor parking, intercom facility, maintenance staff, waste disposal, laundry service, internet/wi-fi connectivity, dth television facility, banquet hall, jogging and strolling track, multipurpose hall, cctv camera, flower gardens, indoor games room, indoor squash & badminton courts, kids play area, kids play pool with water slides, multipurpose courts, outdoor tennis courts, cycling & jogging track, fire fighting equipment.::::::Locality ::::::This locality offers excellent convenience with City C Mall as a key landmark. Schools and hospitals are within 1 km, making it ideal for families. Essential services like banks and ATMs are nearby, and public transport options are easily accessible. The Moti Nagar and Inderlok metro stations, just 1.5 km away, further enhance connectivity, making commuting effortless.:: The monthly maintenance is Rs 7000/-.
22000;40;10;Semi-Furnished;2;2;Bachelors;Immediately;550;;550;3 out of 4;3;;;;1;16;Agent ;2018;2500;2 BHK Apartment for Rent in Subhash Park New Ashok Nagar New Delhi;government miter
23000;23;;Unfurnished;2;2;Bachelors/Family;Immediately;1000;;1000;Ground out of 4;0;North - East;Garden/Park;;1;123;Agent ;2010;5500;2 BHK Apartment for Rent in Maya Enclave, Hari Nagar New Delhi;2 BHK  with all basic amenities like electricity, water connection available for rent. The monthly maintenance is Rs 100/-.
25000;23;6;Unfurnished;2;2;Family;Immediately;1080;;1080;3 out of 3;3;East;Main Road;;1;0;Owner ;;;2 BHK Apartment for Rent in DDA Milansar Apartment, Paschim Vihar New Delhi;
30000;75;8;Unfurnished;1;1;Bachelors/Family;Immediately;400;;400;4 out of 4;4;;;;1;0;Owner ;;;1 BHK Apartment for Rent in South Extension 2 New Delhi;
45000;30;9;Furnished;1;1;Bachelors/Family;Immediately;1500;;1500;Upper Basement out of 4;-1;;;;;0;Owner ;;;1 BHK Builder Floor for Rent in Greater Kailash 1 New Delhi;
33000;20;10;Unfurnished;3;2;Family;Immediately;1620;;1620;2 out of 4;2;North;Garden/Park;;1;118;Agent ;1979;7000;3 BHK Builder Floor for Rent in Saini Enclave, Saini Enclave, Anand Vihar New Delhi;This floor is located near main Saini enclave park and has all amenities nearby. The monthly maintenance is Rs 2000/-.
33000;37;10;Semi-Furnished;2;2;Bachelors/Family;Immediately;900;;900;2 out of 4;2;South - East;Garden/Park, Main Road;;2;106;Agent ;;5000;2 BHK Builder Floor for Rent in Project Dayanand Colony, Lajpat Nagar New Delhi;2nd floor 2 bhk 2 bath rooms walking distance from,ring road,metro station,market  all leading schools ets
50000;38;10;Semi-Furnished;2;2;Bachelors/Family;Immediately;1300;;1300;2 out of 4;2;East;Garden/Park;;1;26;Agent ;2003;1500;2 BHK Apartment for Rent in DDA Aravali Apartments, Alaknanda New Delhi;corner flat prime location
48000;46;23;Semi-Furnished;2;2;Bachelors;Immediately;1050;;1050;3 out of 4;3;North - East;Garden/Park;Freehold;;247;Agent ;2010;500;2 BHK Apartment for Rent in DDA Flats Vasant Kunj, Vasant Kunj New Delhi;3rd Floor and terrace , fresh renovated , modern flat , 2 bedrooms with 2 bathrooms , drawing dining area , modern kitchen , balcony and terrace , beautiful done up , gated society and security , cars parking , green area , big park , Top Location
100000;63;;Semi-Furnished;3;3;Bachelors;From Feb '25;1600;;1600;2 out of 4;2;North;Main Road;;2;25;Agent ;2010;1000;3 BHK Builder Floor for Rent in Lajpat Nagar 3 New Delhi;Good Quality construction
50000;33;15;Semi-Furnished;3;3;Bachelors;Immediately;;1500;1500;2 out of 7;2;North;Garden/Park;Freehold;;102;Agent ;1993;500;3 BHK Apartment for Rent in Manu Apartment, Mayur Vihar 1 New Delhi;It is linked to Noida link Road very close to the Metro station, The monthly maintenance is Rs 3200/-.
17500;44;8;Unfurnished;1;1;Bachelors;Immediately;400;;400;1 out of 5;1;East;Garden/Park, Main Road, Pool;Power Of Attorney;1;92;Agent ;2008;;1 BHK Builder Floor for Rent in New Ashok Nagar New Delhi;nearby metro station new Ashok Nagar Delhi 96 and Noida The monthly maintenance is Rs 500/-.
25000;36;;Furnished;2;2;Bachelors/Family;From Feb '25;700;;700;1 out of 3;1;East;Garden/Park, Main Road;;1;0;Agent ;2005;100;2 BHK Builder Floor for Rent in Malviya Nagar New Delhi;
85000;43;;Unfurnished;4;3;Bachelors/Family;Immediately;2000;;2000;3 out of 4;3;North - East;Garden/Park, Main Road;Freehold;2;116;Agent ;2019;;4 BHK Builder Floor for Rent in Anand Vihar New Delhi;This is very good location in East Delhi near by park school hospital Bank ect The monthly maintenance is Rs 3000/-.
150000;71;;Unfurnished;4;4;Bachelors;Immediately;2100;;2100;1 out of 4;1;East;Main Road;Freehold;2;85;Agent ;2009;;4 BHK Builder Floor for Rent in Sukhdev Vihar, Okhla New Delhi;Park Facing  Beautiful Greens around the house The monthly maintenance is Rs 10000/-.
190000;86;;Semi-Furnished;3;4;Bachelors/Family;Immediately;2200;;2200;2 out of 4;2;North;Main Road;;2;114;Agent ;2009;;3 BHK Builder Floor for Rent in Defence Colony New Delhi;Builder Floor available for rent 3 bhk with stilt parking, modular kitchen. The monthly maintenance is Rs 20000/-.
51000;51;12;Unfurnished;3;2;Bachelors;Immediately;;1000;1000;3 out of 4;3;West;Garden/Park, Main Road;;1;78;Agent ;;100;3 BHK Builder Floor for Rent in East Patel Nagar New Delhi;flat is spacious 3 bhk, nearby main market of East Patel Nagar and park facing
70000;39;;Furnished;3;3;Bachelors/Family;Immediately;1800;;1800;3 out of 4;3;North;Main Road;;2;173;Agent ;2000;;3 BHK Builder Floor for Rent in Jangpura Extension, Jangpura New Delhi;3BHK in an older building, 200 sq. yards, without a lift. Both furnished and unfurnished options are available. Northfacing, ownerfree. The monthly maintenance is Rs 5000/-.
55000;69;;Semi-Furnished;2;2;Bachelors/Family;Immediately;800;;800;1 out of 4;1;North - East;Garden/Park;Freehold;2;76;Agent ;2012;100;2 BHK Builder Floor for Rent in Jangpura Extension, Jangpura New Delhi;Brand new, Ampel car parking, Greenery The monthly maintenance is Rs 2000/-.
39000;41;18;Semi-Furnished;2;2;Bachelors/Family;Immediately;950;;950;2 out of 3;2;North - West;Garden/Park;;2;1868;Owner ;;;2 BHK Apartment for Rent in East Of Kailash New Delhi;This 2 BHK flat for rent in East of Kailash, New Delhi, is Vaastu compliant and north-west facing, ensuring a harmonious living environment. Located in a prime area, it offers easy access to all major conveniences. Enjoy a bright and airy space perfect for modern living. Dont miss out on this ideal rental opportunityProperty Specifications This semi-furnished 2 BHK apartment, spread across a super area of 1012 sqft, is located on the second floor of a well-maintained 3-story building. The property features a spacious living cum dining area that is perfect for family gatherings. It includes two well-sized bedrooms and two western-style bathroomsone attached to the master bedroom and the other common, both equipped with geyser fittings for convenience.The apartment comes with two balconies, one attached to the hall and the other to a bedroom, both offering a serene view of the park, making it a tranquil place to unwind. The kitchen is designed in a functional, traditional style with a utility area attached, ideal for additional storage. The flooring is a blend of ceramic tiles and marble, offering durability and elegance.Facilities The apartment also provides 1 open parking space and ensures 24-hour water supply, ensuring comfort and ease of living. This property is perfect for those seeking a blend of modern amenities and a peaceful setting close to nature.Locality Located just 2 minutes from Kailash Colony Metro Station Violet Line and park-facing, this property offers both tranquility and convenience. With schools, hospitals, and supermarkets within 1 km, youll have easy access to essential services. Public transport options, including buses and autos, are readily available, while banksATMs are just 700 meters away, ensuring smooth daily commuting and financial convenience. This central location is ideal for a balanced urban lifestyle.
24000;28;;Unfurnished;3;2;Bachelors;Immediately;850;;850;1 out of 3;1;East;Garden/Park;;2;109;Agent ;2002;100;3 BHK Apartment for Rent in Pandav Nagar New Delhi;situated in prime block of pandav nagar near A block gurudwara close to main mkt and akshardham metro station
30000;26;20;Semi-Furnished;3;2;Bachelors/Family;Immediately;1150;;1150;1 out of 3;1;;Main Road;;3;1649;Owner ;;;3 BHK Builder Floor for Rent in Sector 23 Dwarka New Delhi;This spacious 3 BHK builder floor in Sector 23, Dwarka offers a perfect blend of comfort and convenience. Property specification Spanning a super built-up area of 1200 sq. ft., this semi-furnished property is located on the 1st floor of a 3-story building. The flat is equipped with essential furnishings, including wardrobes, lights, and fans, providing a ready-to-move-in option for tenants.The layout comprises three bedrooms, two western-style bathrooms one attached and one common, and two balconies, both of which are attached to bedrooms and provide a pleasant road view. The apartment also features a living cum dining area and a modular kitchen with a chimney, ensuring a modern and functional setup. The vitrified tile flooring adds a touch of elegance, and the property is vaastu-compliant with an east-facing orientation, ensuring a positive living experience.FacilitiesThe property offers covered parking for added convenience and security. Reliable water supply is ensured through a combination of borewell and corporation sources.Locality Situated near Sham Mandir, the property boasts excellent connectivity and access to essential amenities. Schools, hospitals, banksATMs, and mallssupermarkets are all located within a kilometer, making it an ideal residence for families. Public transport options are abundant, with Sector 21 Metro Station just 3 km away and Bijwasan Railway Station within 7 km, providing seamless travel options.This builder floor in Sector 23, Dwarka, is an excellent choice for those seeking a well-connected, modern, and comfortable rental property in New Delhi. Dont miss the chance to make it your new home
